dev,iast,roman,count,top_sources,gotra_context
शोमनाथाः रजौरा माण्डर,śomnāthāḥ rjaurā māṇḍr,somnathah rjaura mandr,2,punji-04-Diwali2014.doc,
शोरीकः सिंहाश्रम,śorīkḥ siṃhāśrm,sorikh simhasrm,2,punji-02-Diwali2014.doc,
शोरे एकहरा,śore ekhrā,sore ekhra,2,Final_1-65.doc,Vatsa
शोरे दरिहरा,śore drihrā,sore drihra,2,Final_1-65.doc,Vatsa
शोरे दौ बेलउँच,śore dau belum̐c,sore dau belumc,2,Final_66-347.doc,
शोरे नरसिंहा सतलखा,śore nrsiṃhā stlkhā,sore nrsimha stlkha,2,Final_1-65.doc,Vatsa
शोरे वुधवाल,śore vudhvāl,sore vudhval,2,Final_1-65.doc,Vatsa
शौरि दौ वभनियाम,śauri dau vbhniyām,sauri dau vbhniyam,2,Final_348-690.doc,
श्याम उजती,śyām ujtī,syam ujti,2,Final_348-690.doc,
श्याम कमलौ जजिवाल,śyām kmlau jjivāl,syam kmlau jjival,2,punji-02-Diwali2014.doc,
श्याम करमहा,śyām krmhā,syam krmha,2,Final_66-347.doc,
श्याम गोविन्दा वुधवाल,śyām govindā vudhvāl,syam govinda vudhval,2,Final_348-690.doc,
श्याम चण्डीदत्ताः माण्डर,śyām cṇḍīdttāḥ māṇḍr,syam cndidttah mandr,2,punji-03-Diwali2014.doc,
श्याम जयकृष्णो माण्डर,śyām jykṛṣṇo māṇḍr,syam jykrsno mandr,2,punji-04-Diwali2014.doc,
श्याम दौ नोनोती,śyām dau nonotī,syam dau nonoti,2,Final_348-690.doc,Vatsa
श्याम दौ सरिसब,śyām dau srisb,syam dau srisb,2,Final_66-347.doc,
श्याम परमानन्दा पाली,śyām prmānndā pālī,syam prmannda pali,2,Final_66-347.doc,
श्याम बहेराढ़ी,śyām bherāḍh़ī,syam bheradh i,2,Final_348-690.doc,
श्याम बेलउँच,śyām belum̐c,syam belumc,2,Final_348-690.doc,
श्याम मानिकौ रवौआल,śyām mānikau rvauāl,syam manikau rvaual,2,Final_348-690.doc,
श्याम शुभंकरा माण्डर,śyām śubhṃkrā māṇḍr,syam subhmkra mandr,2,Final_66-347.doc,
श्याम सिमरबाड खौआल,śyām simrbāḍ khauāl,syam simrbad khaual,2,punji-02-Diwali2014.doc,
श्याम सोदरपुर,śyām sodrpur,syam sodrpur,2,Final_348-690.doc,
श्यामः ओडा एकहरा,śyāmḥ oḍā ekhrā,syamh oda ekhra,2,punji-07-Diwali2014.doc,Vatsa
श्यामः दरिहरा,śyāmḥ drihrā,syamh drihra,2,punji-04-Diwali2014.doc,Śāṇḍilya
श्यामः बेहट खण्डवला,śyāmḥ behṭ khṇḍvlā,syamh beht khndvla,2,punji-02-Diwali2014.doc,
श्यामः सिमरवाड खौआल,śyāmḥ simrvāḍ khauāl,syamh simrvad khaual,2,punji-07-Diwali2014.doc,Kapila
श्यामदत्त हर्षदत्ता अलय,śyāmdtt hrṣdttā aly,syamdtt hrsdtta aly,2,punji-08-Diwali2014.doc,Kapila
श्यामदत्ताः गढ बेलउँच,śyāmdttāḥ gḍh belum̐c,syamdttah gdh belumc,2,punji-05-Diwali2014.doc,
श्यामदेव रोहाड सकराढी,śyāmdev rohāḍ skrāḍhī,syamdev rohad skradhi,2,punji-04-Diwali2014.doc,
श्यामदेव शिवदेवा जजिवाल,śyāmdev śivdevā jjivāl,syamdev sivdeva jjival,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्यामदेवाः बढियाम पवौली,śyāmdevāḥ bḍhiyām pvaulī,syamdevah bdhiyam pvauli,2,punji-05-Diwali2014.doc,
श्यामनाथ अमृतनाथा पबौली,śyāmnāth amṛtnāthā pbaulī,syamnath amrtnatha pbauli,2,Final_66-347.doc,
श्यामनाथ करमहा,śyāmnāth krmhā,syamnath krmha,2,Final_348-690.doc,
श्यामनाथ दरिहरा,śyāmnāth drihrā,syamnath drihra,2,Final_348-690.doc,
श्यामनाथ दौ हरिअम,śyāmnāth dau hriam,syamnath dau hriam,2,punji-03-Diwali2014.doc,
श्यामनाथ नरउन,śyāmnāth nrun,syamnath nrun,2,Final_348-690.doc,
श्यामनाथ बेलउँच,śyāmnāth belum̐c,syamnath belumc,2,Final_66-347.doc,
श्यामनाथः बलियास,śyāmnāthḥ bliyās,syamnathh bliyas,2,punji-04-Diwali2014.doc,Vatsa
श्यामनाथः माण्डर,śyāmnāthḥ māṇḍr,syamnathh mandr,2,punji-04-Diwali2014.doc,Vatsa
श्यामनाथा ददरी पनिचोभ,śyāmnāthā ddrī pnicobh,syamnatha ddri pnicobh,2,punji-05-Diwali2014.doc,
श्यामनाथा माण्डर,śyāmnāthā māṇḍr,syamnatha mandr,2,punji-02-Diwali2014.doc,
श्यामनाथाः आद्योद्रयौ घुसौत,śyāmnāthāḥ ādyodryau ghusaut,syamnathah adyodryau ghusaut,2,punji-08-Diwali2014.doc,Kapila
श्यामनाथाः कनसम माण्डर,śyāmnāthāḥ knsm māṇḍr,syamnathah knsm mandr,2,punji-07-Diwali2014.doc,Kapila
श्यामनाथाः गढ बेलउंच,śyāmnāthāḥ gḍh beluṃc,syamnathah gdh belumc,2,punji-02-Diwali2014.doc,
श्यामराम इन्द्रनारायणाः विस्फी,śyāmrām indrnārāyṇāḥ visphī,syamram indrnaraynah visphi,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्यामरामा पुनाछ बहेराढी,śyāmrāmā punāch bherāḍhī,syamrama punach bheradhi,2,punji-07-Diwali2014.doc,Kapila
श्यामलाल अमृतनाथौ नरवाल,śyāmlāl amṛtnāthau nrvāl,syamlal amrtnathau nrval,2,punji-07-Diwali2014.doc,Kāśyapa
श्यामलाल दौ माण्डर,śyāmlāl dau māṇḍr,syamlal dau mandr,2,punji-03-Diwali2014.doc,
श्यामलाल बेलउँच,śyāmlāl belum̐c,syamlal belumc,2,punji-04-Diwali2014.doc,Vatsa
श्यामलाल रंगलालो सरिसब,śyāmlāl rṃglālo srisb,syamlal rmglalo srisb,2,Final_348-690.doc,
श्यामलाल लालीकौ थरिया,śyāmlāl lālīkau thriyā,syamlal lalikau thriya,2,punji-08-Diwali2014.doc,Kapila
श्यामलाल हसौली सोदरपुर,śyāmlāl hsaulī sodrpur,syamlal hsauli sodrpur,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्यामलालः उल्लू कुजौली,śyāmlālḥ ullū kujaulī,syamlalh ullu kujauli,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्यामलालः करमहा,śyāmlālḥ krmhā,syamlalh krmha,2,punji-04-Diwali2014.doc,Vatsa
श्यामलालः खण्डवला,śyāmlālḥ khṇḍvlā,syamlalh khndvla,2,punji-05-Diwali2014.doc,
श्यामलालः बेहट खण्डवला,śyāmlālḥ behṭ khṇḍvlā,syamlalh beht khndvla,2,punji-03-Diwali2014.doc,
श्यामलाला करमहा,śyāmlālā krmhā,syamlala krmha,2,punji-07-Diwali2014.doc,Kapila
श्यामलाला बेलसाम बुधवाल,śyāmlālā belsām budhvāl,syamlala belsam budhval,2,punji-07-Diwali2014.doc,Kapila
श्यामलाला सतैढ खौआल,śyāmlālā staiḍh khauāl,syamlala staidh khaual,2,punji-04-Diwali2014.doc,
श्यामलालौ बडगाम दरिहरा,śyāmlālau bḍgām drihrā,syamlalau bdgam drihra,2,punji-02-Diwali2014.doc,
श्यामलालौ सुन्दर सोदरपुर,śyāmlālau sundr sodrpur,syamlalau sundr sodrpur,2,punji-06-Diwali2014.doc,Kauśika
श्यामवती करमहा,śyāmvtī krmhā,syamvti krmha,2,punji-07-Diwali2014.doc,Kṛṣṇātreya
श्यामवती मानी सोदरपुर,śyāmvtī mānī sodrpur,syamvti mani sodrpur,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्यामसुन्दर दौ जालय,śyāmsundr dau jāly,syamsundr dau jaly,2,punji-07-Diwali2014.doc,Kapila
श्यामसुन्दर पाली,śyāmsundr pālī,syamsundr pali,2,Final_348-690.doc,
श्यामसुन्दरौ परियाम बुधवाल,śyāmsundrau priyām budhvāl,syamsundrau priyam budhval,2,punji-05-Diwali2014.doc,
श्यामसुन्दरौ वारी माण्डर,śyāmsundrau vārī māṇḍr,syamsundrau vari mandr,2,punji-06-Diwali2014.doc,
श्यामा एकमा खण्डवला,śyāmā ekmā khṇḍvlā,syama ekma khndvla,2,punji-02-Diwali2014.doc,
श्यामा सतौली सतलखा,śyāmā staulī stlkhā,syama stauli stlkha,2,punji-08-Diwali2014.doc,Kapila
श्यामाकान्त ब्रह्मोलि पनिचोभ,śyāmākānt brhmoli pnicobh,syamakant brhmoli pnicobh,2,punji-02-Diwali2014.doc,
श्यामाकान्ता मझौरा करमहा,śyāmākāntā mjhaurā krmhā,syamakanta mjhaura krmha,2,punji-05-Diwali2014.doc,
श्यामाकान्ताः मझौरा करमहा,śyāmākāntāḥ mjhaurā krmhā,syamakantah mjhaura krmha,2,punji-02-Diwali2014.doc,
श्यामानन्द खौआल,śyāmānnd khauāl,syamannd khaual,2,Final_348-690.doc,
श्यामानन्द दौ जजिवाल,śyāmānnd dau jjivāl,syamannd dau jjival,2,punji-08-Diwali2014.doc,
श्यामानन्द बुधवाल,śyāmānnd budhvāl,syamannd budhval,2,Final_348-690.doc,
श्यामानन्द भैरवौ पाली,śyāmānnd bhairvau pālī,syamannd bhairvau pali,2,Final_348-690.doc,
श्यामानन्द मयानन्दौ पाली,śyāmānnd myānndau pālī,syamannd myanndau pali,2,Final_348-690.doc,Kapila
श्यामानन्दो राढी पाली,śyāmānndo rāḍhī pālī,syamanndo radhi pali,2,punji-04-Diwali2014.doc,Vatsa
श्यामो रूचौली एकहरा,śyāmo rūcaulī ekhrā,syamo rucauli ekhra,2,punji-02-Diwali2014.doc,
श्रद्धापति सिंहो सुरगन,śrddhāpti siṃho surgn,srddhapti simho surgn,2,Final_348-690.doc,
श्रवण कुमार महिषीपाली,śrvṇ kumār mhiṣīpālī,srvn kumar mhisipali,2,Vol-3Final03-c(1).doc,
श्रवण राजकुमारौ सकराढी,śrvṇ rājkumārau skrāḍhī,srvn rajkumarau skradhi,2,punji-07-Diwali2014.doc,Kapila
श्री,śrī,sri,2,Final_348-690.doc,
श्री करौ वलिया,śrī krau vliyā,sri krau vliya,2,Final_1-65.doc,Vatsa
श्री कृष्ण वलियास,śrī kṛṣṇ vliyās,sri krsn vliyas,2,Final_66-347.doc,
श्री कृष्णो करमहा,śrī kṛṣṇo krmhā,sri krsno krmha,2,Final_348-690.doc,
श्री कृष्णो दरिहरा,śrī kṛṣṇo drihrā,sri krsno drihra,2,Final_66-347.doc,
श्री कृष्णो धुसौत,śrī kṛṣṇo dhusaut,sri krsno dhusaut,2,Final_66-347.doc,
श्री कृष्णो पाली,śrī kṛṣṇo pālī,sri krsno pali,2,Final_66-347.doc,
श्री कृष्णो माण्डर,śrī kṛṣṇo māṇḍr,sri krsno mandr,2,punji-03-Diwali2014.doc,
श्री कृष्णौ माण्डर,śrī kṛṣṇau māṇḍr,sri krsnau mandr,2,Final_66-347.doc,
श्री गढ बेलउंच,śrī gḍh beluṃc,sri gdh belumc,2,punji-03-Diwali2014.doc,
श्री धरा दरिहरा,śrī dhrā drihrā,sri dhra drihra,2,Final_66-347.doc,
श्री धरौ माण्डर,śrī dhrau māṇḍr,sri dhrau mandr,2,Final_1-65.doc,Vatsa
श्री नरसाम,śrī nrsām,sri nrsam,2,Vol-3Final03-e(1).doc,
श्री नाथमहिनाथा माण्डर,śrī nāthmhināthā māṇḍr,sri nathmhinatha mandr,2,Final_66-347.doc,
श्री नाथौ करमहा,śrī nāthau krmhā,sri nathau krmha,2,Final_348-690.doc,
श्री नारायनो करमहा,śrī nārāyno krmhā,sri narayno krmha,2,Vol-3Final03-d(1).doc,
श्री पतियः अलय,śrī ptiyḥ aly,sri ptiyh aly,2,punji-04-Diwali2014.doc,
श्री रमनः करमहा,śrī rmnḥ krmhā,sri rmnh krmha,2,punji-06-Diwali2014.doc,
श्री रामो कुजौली,śrī rāmo kujaulī,sri ramo kujauli,2,Final_348-690.doc,
श्री रामों एकहरा,śrī rāmoṃ ekhrā,sri ramom ekhra,2,Final_348-690.doc,
श्री रामों कुजौली,śrī rāmoṃ kujaulī,sri ramom kujauli,2,Final_348-690.doc,
श्री रामौ दिधोय,śrī rāmau didhoy,sri ramau didhoy,2,punji-02-Diwali2014.doc,
श्री सिंहा माण्डर,śrī siṃhā māṇḍr,sri simha mandr,2,Final_348-690.doc,
श्री हरिः मालिछ,śrī hriḥ mālich,sri hrih malich,2,punji-05-Diwali2014.doc,
श्रीकंठ नीलकंठा कलिग्राम,śrīkṃṭh nīlkṃṭhā kligrām,srikmth nilkmtha kligram,2,punji-05-Diwali2014.doc,
श्रीकर खण्डबला,śrīkr khṇḍblā,srikr khndbla,2,Final_66-347.doc,
श्रीकर गंगोली,śrīkr gṃgolī,srikr gmgoli,2,Final_66-347.doc,
श्रीकर दौ खौआल,śrīkr dau khauāl,srikr dau khaual,2,Final_1-65.doc,Vatsa
श्रीकर दौ पाली,śrīkr dau pālī,srikr dau pali,2,Final_1-65.doc,Vatsa
श्रीकर दौ सुरगन,śrīkr dau surgn,srikr dau surgn,2,Final_348-690.doc,
श्रीकर बेलउँच,śrīkr belum̐c,srikr belumc,2,Final_1-65.doc,Vatsa
श्रीकर विरेश्वराः सुरगन,śrīkr vireśvrāḥ surgn,srikr viresvrah surgn,2,punji-02-Diwali2014.doc,
श्रीकरः खौआल,śrīkrḥ khauāl,srikrh khaual,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्रीकरसुताफनन्दह,śrīkrsutāphnndh,srikrsutaphnndh,2,Final_1-65.doc,Vatsa
श्रीकरौ गढ़ विस्फी,śrīkrau gḍh़ visphī,srikrau gdh visphi,2,Final_1-65.doc,Vatsa
श्रीकान्त गणेशौ सुरगन,śrīkānt gṇeśau surgn,srikant gnesau surgn,2,punji-08-Diwali2014.doc,Kapila
श्रीकान्त चन्द्रशेखर गंगोली,śrīkānt cndrśekhr gṃgolī,srikant cndrsekhr gmgoli,2,punji-03-Diwali2014.doc,
श्रीकान्त दौ बसहा,śrīkānt dau bshā,srikant dau bsha,2,punji-05-Diwali2014.doc,
श्रीकान्त दौ सकुरी,śrīkānt dau skurī,srikant dau skuri,2,punji-05-Diwali2014.doc,
श्रीकान्त दौ सरिसव,śrīkānt dau srisv,srikant dau srisv,2,punji-07-Diwali2014.doc,Kapila
श्रीकान्त पीताम्बरा करमहा,śrīkānt pītāmbrā krmhā,srikant pitambra krmha,2,Final_348-690.doc,
श्रीकान्त बलियास,śrīkānt bliyās,srikant bliyas,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्रीकान्त राधाकान्तो पाली,śrīkānt rādhākānto pālī,srikant radhakanto pali,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्रीकान्त सहश्राम दरिहरा,śrīkānt shśrām drihrā,srikant shsram drihra,2,punji-04-Diwali2014.doc,Vatsa
श्रीकान्तः उल्लू कुजौली,śrīkāntḥ ullū kujaulī,srikanth ullu kujauli,2,punji-04-Diwali2014.doc,Vatsa
श्रीकान्तः कलंगिया कुजौली,śrīkāntḥ klṃgiyā kujaulī,srikanth klmgiya kujauli,2,punji-03-Diwali2014.doc,
श्रीकान्तः डीहा माण्डर,śrīkāntḥ ḍīhā māṇḍr,srikanth diha mandr,2,punji-07-Diwali2014.doc,Kapila
श्रीकान्तः दरिहरा,śrīkāntḥ drihrā,srikanth drihra,2,punji-06-Diwali2014.doc,Śāṇḍilya
श्रीकान्तः पनिचोभ,śrīkāntḥ pnicobh,srikanth pnicobh,2,punji-07-Diwali2014.doc,Kāśyapa
श्रीकान्तः हाटी पाली,śrīkāntḥ hāṭī pālī,srikanth hati pali,2,punji-05-Diwali2014.doc,
श्रीकान्ता मधुलत्तावासी ओइनि,śrīkāntā mdhulttāvāsī oini,srikanta mdhulttavasi oini,2,punji-07-Diwali2014.doc,Kṛṣṇātreya
श्रीकान्ताः ओझोली बेलउँच,śrīkāntāḥ ojholī belum̐c,srikantah ojholi belumc,2,punji-05-Diwali2014.doc,
